therefore,por lo tanto,se poutèt sa,daher,donc,لذلك,그러므로,поэтому
these,estos,sa yo,diese,ces,هؤلاء,이것들,эти
they,ellos,yo,Sie,ils,هم,그들,они
thick,grueso,pwès,dick,épais,سميك,두꺼운,толстый
thin,delgado,mens,dünn,mince,رفيع,얇은,тонкий
thing,cosa,bagay,Ding,chose,شيء,물건,вещь
think,pensar,panse,denken,pense,يفكر,생각하다,думать
thinking,pensamiento,panse,Denken,pensée,التفكير,생각,мышление
third,tercero,twazyèm,dritte,troisième,ثالث,제삼,третий
thirty,treinta,trant,dreißig,trente,ثلاثين,서른,тридцать
this,este,sa a,Das,ce,هذا,이것,этот
those,aquellos,sa yo,diese,ceux,أولئك,저것들,те
though,aunque,menm si,obwohl,cependant,رغم ذلك,그렇지만,хотя
thought,pensamiento,te panse,Gedanke,pensée,معتقد,생각,мысль
thousand,mil,mil,tausend,mille,ألف,천,тысяча
threat,amenaza,menas,Gefahr,menace,تهديد,위협,угроза
threaten,amenazar,menase,drohen,menacer,هدد,위협하다,угрожать
three,tres,twa,drei,trois,ثلاثة,삼,три
throat,garganta,gòj,Kehle,gorge,حُلقُوم,목,горло
through,a través de,atravè,durch,à travers,خلال,~을 통해,через
throughout,a lo largo de,nan tout,hindurch,tout au long de,طَوَال,~ 내내,через
throw,tirar,jete,werfen,lancer,يرمي,던지다,бросать
thus,de este modo,konsa,daher,ainsi,هكذا,따라서,таким образом
ticket,boleto,tikè,Fahrkarte,billet,تذكرة,티켓,билет
tie,atar,mare,binden,cravate,رَابِطَة,묶다,галстук
tight,ajustado,sere,eng,serré,ضيق,단단한,тугой
time,tiempo,tan,Zeit,temps,وقت,시간,время
tiny,diminuto,ti,winzig,minuscule,صغير الحجم,매우 작은,крошечный
tip,consejo,pwent,Tipp,conseil,نصيحة,팁,кончик
tire,neumático,kaoutchou,Reifen,pneu,إطار العجلة,타이어,шина
tired,cansado,fatige,müde,fatigué,مرهق,피곤한,усталый
tissue,tejido,tisi,Gewebe,tissu,منديل,조직,салфетка
title,título,tit,Titel,titre,عنوان,제목,заголовок
to,a,pou,Zu,à,ل,에게,к
tobacco,tabaco,tabak,Tabak,le tabac,التبغ,담배,табак
today,hoy,jodi a,Heute,aujourd'hui,اليوم,오늘,сегодня
toe,dedo del pie,zòtèy,Zehe,doigt de pied,إصبع قدم,발가락,палец на ноге
together,juntos,ansanm,zusammen,ensemble,معاً,함께,вместе
tomato,tomate,tomat,Tomate,tomate,طماطم,토마토,помидор
tomorrow,mañana,demen,morgen,demain,غداً,내일,завтра
tone,tono,ton,Ton,Ton,نغمة,음정,тон
tongue,lengua,lang,Zunge,langue,لسان,혀,язык
tonight,esta noche,aswè a,heute Abend,ce soir,الليلة,오늘 밤,сегодня вечером
too,también,tou,zu,aussi,أيضاً,~도,слишком
tool,herramienta,zouti,Werkzeug,outil,أداة,도구,инструмент
tooth,diente,dan,Zahn,dent,سن,이빨,зуб
top,arriba,tèt,Spitze,haut,قمة,맨 위,вершина
topic,tema,sijè,Thema,sujet,عنوان,주제,тема
toss,sacudida,lanse,werfen,lancer,رمى,던져 올림,бросать
total,total,total,gesamt,total,المجموع,총,общий
totally,totalmente,totalman,total,totalement,تماما,완전히,полностью
touch,tocar,manyen,berühren,touche,يلمس,만지다,трогать
tough,difícil,difisil,hart,difficile,قاسٍ,힘든,жесткий
tour,recorrido,vwayaj,Tour,tournée,رحلة,관광,тур
tourist,turista,touris,Tourist,touristique,سائح,관광객,турист
tournament,torneo,tounwa,Turnier,tournoi,المسابقة,토너먼트,турнир
toward,hacia,nan direksyon,zu,vers,باتجاه,~ 을 향하여,к
towards,hacia,vers,in Richtung,vers,تجاه,...쪽으로,к
tower,torre,gwo kay won,Turm,la tour,برج,탑,башня
town,ciudad,vil,Stadt,ville,بلدة,도시,город
toy,juguete,jwèt,Spielzeug,jouet,لعبة,장난감,игрушка
trace,rastro,tras,verfolgen,tracer,يتعقب,추적하다,след
track,pista,tras,Schiene,piste,مسار,길,отслеживать
trade,comercio,komès,Handel,commerce,تجارة,거래,торговля
tradition,tradición,tradisyon,Tradition,tradition,التقليد,전통,традиция
traditional,tradicional,tradisyonèl yo,traditionell,traditionnel,تقليدي,전통적인,традиционный
traffic,tráfico,trafik,Verkehr,trafic,مرور,교통,трафик
tragedy,tragedia,trajedi,Tragödie,la tragédie,مأساة,비극,трагедия
trail,camino,santye,Pfad,piste,أثر,자취,тащить
train,tren,tren,Zug,former,يدرب,기차,тренироваться
training,capacitación,fòmasyon,Ausbildung,entraînement,تمرين,훈련,обучение
transfer,transferir,transfere,überweisen,transfert,تحويل,옮기다,передача
transform,transformar,transfòme,verwandeln,transformer,تحول,변환,трансформировать
transformation,transformación,Transfòmasyon,Transformation,transformation,تحويل,변환,трансформация
transition,transición,tranzisyon,Übergang,transition,انتقال,이행,переход
translate,traducir,tradwi,übersetzen,traduire,يترجم,번역하다,переводить
transportation,transporte,transpòtasyon,Transport,transport,مواصلات,운송,транспорт
travel,viajar,vwayaje,reisen,voyage,يسافر,여행하다,путешествовать
treat,tratar,trete,behandeln,traiter,يعامل,대하다,обращаться
treatment,tratamiento,tretman,Behandlung,traitement,علاج,치료,уход
treaty,tratado,trete,Vertrag,traité,معاهدة,조약,договор
tree,árbol,pye bwa,Baum,arbre,شجرة,나무,дерево
tremendous,enorme,fòmidab,enorm,formidable,هائِل,엄청난,огромный
trend,tendencia,tandans,Trend,s'orienter,اتجاه,경향,тенденция
trial,ensayo,jijman,Versuch,procès,محاكمة,재판,пробный
tribe,tribu,branch fanmi,Stamm,tribu,قبيلة,부족,племя
trick,truco,jwe fent,Trick,astuce,حيلة,장난,обманывать
trip,viaje,vwayaj,Reise,voyage,رحلة,여행,путешествие
troop,tropa,twoup,Trupp,troupe,القوات,군대,отряд
trouble,problema,pwoblèm,Problem,inquiéter,مشكلة,문제,беда
truck,camión,kamyon,LKW,camion,شاحنة,트럭,грузовик
TRUE,VERDADERO,VRE,WAHR,VRAI,حقيقي,진실,истинный
truly,realmente,vrèman,wirklich,vraiment,حقا,진심으로,действительно
trust,confianza,fè konfyans,Vertrauen,confiance,يثق,신뢰하다,доверять
truth,verdad,verite,Wahrheit,vérité,حقيقة,진실,правда
try,intentar,eseye,versuchen,essayer,يحاول,노력하다,пытаться
tube,tubo,tib,Rohr,tube,أنبوب,튜브,трубка
tunnel,túnel,tinèl,Tunnel,tunnel,نفق,터널,туннель
turn,doblar,vire,drehen,tourner,دور,회전하다,повернуть
TV,TELEVISOR,televizyon,Fernseher,la télé,تلفزيون,TV,ТВ
twelve,doce,douz,zwölf,douze,اثني عشر,열둘,двенадцать
twenty,veinte,ven,zwanzig,vingt,عشرين,이십,двадцать
twice,dos veces,de fwa,zweimal,deux fois,مرتين,두 배,дважды
twin,mellizo,jimo,Zwilling,double,التوأم,쌍,близнец
two,dos,de,zwei,deux,اثنين,둘,два
type,tipo,kalite,Typ,taper,يكتب,유형,тип
typical,típico,tipik,typisch,typique,عادي,전형적인,типичный
typically,típicamente,tipikman,typischerweise,typiquement,عادة,일반적으로,обычно
ugly,feo,lèd,hässlich,laid,قبيح,못생긴,уродливый
ultimate,último,ultim,ultimativ,ultime,ذروة,궁극적인,окончательный
ultimately,por último,finalman,letzten Endes,finalement,أخيرًا,궁극적으로,в конечном счете
unable,incapaz,pa kapab,unfähig,incapable,غير قادر,할 수 없는,не могущий
uncle,tío,tonton,Onkel,oncle,عم,삼촌,дядя
under,bajo,anba,unter,sous,تحت,아래에,под
undergo,someterse,sibi,unterziehen,subir,خضع,받다,подвергаться
understand,entender,konprann,verstehen,comprendre,يفهم,이해하다,понимать
understanding,comprensión,konpreyansyon,Verständnis,compréhension,فهم,이해,понимание
unfortunately,desafortunadamente,malerezman,Leider,malheureusement,للأسف,안타깝게도,к сожалению
uniform,uniforme,inifòm,Uniform,uniforme,زي مُوحد,제복,униформа
union,Unión,sendika,Union,syndicat,اتحاد,노동 조합,союз
unique,único,inik,einzigartig,unique,فريد,고유한,уникальный
unit,unidad,inite,Einheit,unité,وحدة,단위,единица
United,Unido,Etazini,Vereinigt,Uni,متحد,유나이티드,Юнайтед
universal,universal,inivèsèl,Universal-,universel,عالمي,만능인,универсальный
universe,universo,linivè,Universum,univers,كون,우주,вселенная
university,universidad,inivèsite,Universität,université,جامعة,대학교,Университет
unknown,desconocido,enkoni,Unbekannt,inconnu,مجهول,알려지지 않은,неизвестный
unless,a menos que,sof si,es sei denn,sauf si,إلا إذا,~하지 않는 한,пока не
unlike,a diferencia de,kontrèman ak,nicht wie,contrairement à,على عكس,같지 않은,В отличие от
unlikely,improbable,fasil,unwahrscheinlich,peu probable,من غير المرجح,~할 것 같지 않은,вряд ли
until,hasta,jiskaske,bis,jusqu'à,حتى,~까지,до
unusual,inusual,etranj,ungewöhnlich,inhabituel,غير عادي,특이한,необычный
up,arriba,leve,hoch,en haut,أعلى,위로,вверх
upon,al,sou,auf,sur,على,...에,на
upper,superior,anwo,"Oberer, höher",supérieur,العلوي,높은,верхний
urban,urbano,iben,urban,urbain,حضري,도시의,городской
urge,urgir,ankouraje,Drang,exhorter,يحث,충고하다,побуждать
us,a nosotros,nou,uns,nous,نحن,우리를,нас
use,usar,itilize,verwenden,utiliser,يستخدم,사용,использовать
used,usado,itilize,gebraucht,utilisé,مستخدم,사용된,использовал
useful,útil,itil,nützlich,utile,مفيد,유용한,полезный
user,usuario,itilizatè,Benutzer,utilisateur,مستخدم,사용자,пользователь
usual,habitual,nòmal,üblich,habituel,معتاد,보통의,обычный
usually,generalmente,anjeneral,normalerweise,généralement,عادة,대개,обычно
utility,utilidad,sèvis piblik,Dienstprogramm,utilitaire,جدوى,공익사업,полезность
vacation,vacaciones,vakans,Urlaub,vacances,أجازة,휴가,отпуск
valley,valle,fon,Schlucht,vallée,الوادي,골짜기,долина
valuable,valioso,valab,wertvoll,précieux,قيّم,귀중한,ценный
value,valor,valè,Wert,valeur,قيمة,값,ценить
variable,variable,varyab,Variable,variable,عامل,변하기 쉬운,переменная
variation,variación,varyasyon,Variation,variation,تفاوت,변화,вариация
variety,variedad,varyete,Vielfalt,variété,متنوع,다양성,разнообразие
various,varios,divès kalite,verschieden,divers,متنوع,다양한,различный
vary,variar,varye,variieren,varier,يتغير,달라지다,отличаться
vast,vasto,vas,groß,vaste,واسع,대단한,огромный
vegetable,verdura,legim,Gemüse,légume,الخضروات,채소,овощной
vehicle,vehículo,machin,Fahrzeug,véhicule,عربة,차량,транспортное средство
venture,empresa,antrepriz,wagen,aventure,يغامر,투기,риск
version,versión,vèsyon,Ausführung,version,إصدار,버전,версия
versus,versus,kont,gegen,contre,عكس,~ 대,против
very,muy,trè,sehr,très,جداً,매우,очень
vessel,buque,veso,Schiff,navire,إناء,선박,судно
veteran,veterano,veteran,Veteran,vétéran,محارب قديم,재향 군인,ветеран
via,a través de,via,über,via,عبر,~을 통해,с помощью
victim,víctima,viktim,Opfer,victime,ضحية,피해자,жертва
victory,victoria,viktwa,Sieg,la victoire,فوز,승리,победа
video,video,videyo,Video,vidéo,فيديو,동영상,видео
view,vista,wè,Sicht,voir,منظر,보다,вид
viewer,espectador,telespektatè,Zuschauer,téléspectateur,مشاهد,뷰어,зритель
village,aldea,vilaj,Dorf,village,قرية,마을,деревня
violate,violar,vyole,verletzen,violer,انتهاك,위반하다,нарушать
violation,violación,vyolasyon,Verstoß,violation,انتهاك,위반,нарушение
violence,violencia,vyolans,Gewalt,violence,عنف,폭행,насилие
violent,violento,vyolan,gewalttätig,violent,عنيف,폭력적인,жестокий
virtually,virtualmente,nòmalman,virtuell,virtuellement,افتراضيًا,사실상,практически
virtue,virtud,vèti,Tugend,vertu,فضيلة,덕,достоинство
virus,virus,viris,Virus,virus,فايروس,바이러스,вирус
visible,visible,vizib,sichtbar,visible,مرئي,보이는,видимый
vision,visión,vizyon,Vision,vision,رؤية,비전,зрение
visit,visita,vizite,besuchen,visite,يزور,방문하다,посещать
visitor,visitante,vizitè,Besucher,visiteur,زائر,방문객,посетитель
visual,visual,vizyèl,visuell,visuel,مرئي,시각적,визуальный
vital,vital,vital,lebenswichtig,vital,حيوي,필수적인,жизненно важный
voice,voz,vwa,Stimme,voix,صوت,목소리,голос
