technique,técnica,teknik,Technik,technique,tiqnia,gisul,tekhnika
technology,tecnología,teknoloji,Technologie,technologie,tiknulujia,gisul,tekhnologii
teen,adolescente,adolesan,Teenager,l'adolescence,fi sini almurahaqa,bitan,podrostok
teenager,adolescente,adolesan,Teenager,adolescent,murahaqa,sibdae,podrostok
telephone,teléfono,telefòn,Telefon,Téléphone,hatif,jeonhwa,telefon
telescope,telescopio,teleskòp,Fernrohr,télescope,tiliskub,mang-wongyeong,teleskop
television,televisión,televizyon,Fernsehen,télévision,altilfaz,tellebijeon,televideniye
tell,decir,di,erzählen,dire,yukhbir,malhada,rasskazyvat'
temperature,temperatura,tanperati,Temperatur,température,darajat harara,ondo,temperatura
temporary,temporario,tanporè,vorübergehend,temporaire,muaqat,ilsijeog-in,vremennyy
ten,diez,dis,zehn,dix,eashra,sib,desyat'
tend,tender,gen tandans,neigen,tendre,yanzae,chuse,imet' tendentsiyu
tendency,tendencia,tandans,Tendenz,tendance,nazea,seonghyang,tendentsiya
tennis,tenis,tenis,Tennis,tennis,tins,teniseu,bol'shoy tennis
tension,tensión,tansyon,Spannung,tension,tawatar,ginjang,napryazheniye
tent,carpa,tant,Zelt,tente,khayma,tenteu,palatka
term,término,tèm,Begriff,terme,shart,yong-eo,srok
terms,términos,tèm,Bedingungen,termes,shurut,jagwi,usloviya
terrible,horrible,terib,schrecklich,terrible,rahib,kkeumjjighan,uzhasnyy
territory,territorio,teritwa,Gebiet,territoire,iiqlim,jiyeog,territoriya
terror,terror,laterè,Terror,la terreur,alrueb,gongpo,terror
terrorism,terrorismo,teworis,Terrorismus,terrorisme,iirhab,teleo,terrorizm
terrorist,terrorista,teworis,Terrorist,terroriste,arihabi,teleoliseuteu,terrorist
test,prueba,tès,prüfen,test,amtihan,siheom,test
testify,testificar,temwaye,bezeugen,témoigner,yashhad,jeung-eonhada,svidetel'stvovat'
testimony,testimonio,temwayaj,Zeugnis,témoignage,shahada,gobaeg,pokazaniya
testing,pruebas,tès,testen,essai,aikhtibarat,teseuteu,testirovaniye
text,texto,tèks,Text,texte,nasu,tegseuteu,tekst
than,que,pase,als,que,man,~boda,chem
thank,agradecer,mèsi,Dank,remercier,shakar,gamsahada,blagodarit'
thanks,gracias,mèsi,Danke,merci,shkran,gamsahaeyo,Spasibo
that,eso,sa,Das,que,aladhi - alati,jeogeos,chto
the,el,la,Die,le,al,geumankeum,tot
theater,teatro,teyat,Theater,théâtre,masrah,geugjang,teatr
their,su,yo,ihre,leur,hum,geudeul-ui,ikh
them,a ellos,yo,ihnen,eux,hum,geudeul-eul,ikh
theme,tema,tèm,Thema,thème,sima,juje,tema
themselves,ellos mismos,tèt yo,sich,eux-mêmes,anfusuhum,geudeul jasin,sami sebya
then,entonces,lè sa a,Dann,alors,thuma,geu da-eum-e,zatem
theory,teoría,teyori,Theorie,théorie,nazaria,ilon,teoriya
therapy,terapia,terapi,Therapie,thérapie,muealaja,yobeob,terapiya
there,allá,la,Dort,là,hunak,geogi,tam
therefore,por lo tanto,se poutèt sa,daher,donc,lidhalik,geuleomeulo,poetomu
these,estos,sa yo,diese,ces,hawula',igeosdeul,eti
they,ellos,yo,Sie,ils,hum,geudeul,oni
thick,grueso,pwès,dick,épais,samik,dukkeoun,tolstyy
thin,delgado,mens,dünn,mince,rafie,yalb-eun,tonkiy
thing,cosa,bagay,Ding,chose,shay',mulgeon,veshch'
think,pensar,panse,denken,pense,yufakir,saeng-gaghada,dumat'
thinking,pensamiento,panse,Denken,pensée,altafkir,saeng-gag,myshleniye
third,tercero,twazyèm,dritte,troisième,thalith,jesam,tretiy
thirty,treinta,trant,dreißig,trente,thalathin,seoleun,tridtsat'
this,este,sa a,Das,ce,hadha,igeos,etot
those,aquellos,sa yo,diese,ceux,uwlayik,jeogeosdeul,te
though,aunque,menm si,obwohl,cependant,raghm dhalik,geuleohjiman,khotya
thought,pensamiento,te panse,Gedanke,pensée,muetaqad,saeng-gag,mysl'
thousand,mil,mil,tausend,mille,alf,cheon,tysyacha
threat,amenaza,menas,Gefahr,menace,tahdid,wihyeob,ugroza
threaten,amenazar,menase,drohen,menacer,hadid,wihyeobhada,ugrozhat'
three,tres,twa,drei,trois,thalatha,sam,tri
throat,garganta,gòj,Kehle,gorge,hulqum,mog,gorlo
through,a través de,atravè,durch,à travers,khilal,~eul tonghae,cherez
throughout,a lo largo de,nan tout,hindurch,tout au long de,tawal,~ naenae,cherez
throw,tirar,jete,werfen,lancer,yarmi,deonjida,brosat'
thus,de este modo,konsa,daher,ainsi,hakadha,ttalaseo,takim obrazom
ticket,boleto,tikè,Fahrkarte,billet,tadhkura,tikes,bilet
tie,atar,mare,binden,cravate,rabita,mukkda,galstuk
tight,ajustado,sere,eng,serré,diq,dandanhan,tugoy
time,tiempo,tan,Zeit,temps,waqt,sigan,vremya
tiny,diminuto,ti,winzig,minuscule,saghir alhajm,maeu jag-eun,kroshechnyy
tip,consejo,pwent,Tipp,conseil,nasiha,tib,konchik
tire,neumático,kaoutchou,Reifen,pneu,iitar aleajala,taieo,shina
tired,cansado,fatige,müde,fatigué,marhaq,pigonhan,ustalyy
tissue,tejido,tisi,Gewebe,tissu,mindil,jojig,salfetka
title,título,tit,Titel,titre,eunwan,jemog,zagolovok
to,a,pou,Zu,à,l,ege,k
tobacco,tabaco,tabak,Tabak,le tabac,ailtabgh,dambae,tabak
today,hoy,jodi a,Heute,aujourd'hui,alyawm,oneul,segodnya
toe,dedo del pie,zòtèy,Zehe,doigt de pied,iisbie qadam,balgalag,palets na noge
together,juntos,ansanm,zusammen,ensemble,meaan,hamkke,vmeste
tomato,tomate,tomat,Tomate,tomate,tamatim,tomato,pomidor
tomorrow,mañana,demen,morgen,demain,ghdaan,naeil,zavtra
tone,tono,ton,Ton,Ton,naghma,eumjeong,ton
tongue,lengua,lang,Zunge,langue,lisan,hyeo,yazyk
tonight,esta noche,aswè a,heute Abend,ce soir,allayla,oneul bam,segodnya vecherom
too,también,tou,zu,aussi,aydaan,~do,slishkom
tool,herramienta,zouti,Werkzeug,outil,ada,dogu,instrument
tooth,diente,dan,Zahn,dent,sinun,ippal,zub
top,arriba,tèt,Spitze,haut,qima,maen wi,vershina
topic,tema,sijè,Thema,sujet,eunwan,juje,tema
toss,sacudida,lanse,werfen,lancer,rumaa,deonjyeo ollim,brosat'
total,total,total,gesamt,total,almajmue,chong,obshchiy
totally,totalmente,totalman,total,totalement,tamaman,wanjeonhi,polnost'yu
touch,tocar,manyen,berühren,touche,yalmas,manjida,trogat'
tough,difícil,difisil,hart,difficile,qas,himdeun,zhestkiy
tour,recorrido,vwayaj,Tour,tournée,rihla,gwangwang,tur
tourist,turista,touris,Tourist,touristique,sayih,gwangwang-gaeg,turist
tournament,torneo,tounwa,Turnier,tournoi,almusabaqa,toneomeonteu,turnir
toward,hacia,nan direksyon,zu,vers,biatijah,~ eul hyanghayeo,k
towards,hacia,vers,in Richtung,vers,tujah,...jjog-eulo,k
tower,torre,gwo kay won,Turm,la tour,burj,tab,bashnya
town,ciudad,vil,Stadt,ville,balda,dosi,gorod
toy,juguete,jwèt,Spielzeug,jouet,lueba,jangnangam,igrushka
trace,rastro,tras,verfolgen,tracer,yataeaqab,chujeoghada,sled
track,pista,tras,Schiene,piste,masar,gil,otslezhivat'
trade,comercio,komès,Handel,commerce,tijara,geolae,torgovlya
tradition,tradición,tradisyon,Tradition,tradition,altaqlid,jeontong,traditsiya
traditional,tradicional,tradisyonèl yo,traditionell,traditionnel,taqlidi,jeontongjeog-in,traditsionnyy
traffic,tráfico,trafik,Verkehr,trafic,murur,gyotong,trafik
tragedy,tragedia,trajedi,Tragödie,la tragédie,masa,bigeug,tragediya
trail,camino,santye,Pfad,piste,athar,jachwi,tashchit'
train,tren,tren,Zug,former,yudarab,gicha,trenirovat'sya
training,capacitación,fòmasyon,Ausbildung,entraînement,tamrin,hunlyeon,obucheniye
transfer,transferir,transfere,überweisen,transfert,tahwil,olmgida,peredacha
transform,transformar,transfòme,verwandeln,transformer,tahawal,byeonhwan,transformirovat'
transformation,transformación,Transfòmasyon,Transformation,transformation,tahwil,byeonhwan,transformatsiya
transition,transición,tranzisyon,Übergang,transition,aintiqal,ihaeng,perekhod
translate,traducir,tradwi,übersetzen,traduire,yutarjam,beon-yeoghada,perevodit'
transportation,transporte,transpòtasyon,Transport,transport,muasalat,unsong,transport
travel,viajar,vwayaje,reisen,voyage,yusafir,yeohaenghada,puteshestvovat'
treat,tratar,trete,behandeln,traiter,yueamal,daehada,obrashchat'sya
treatment,tratamiento,tretman,Behandlung,traitement,eilaj,chilyo,ukhod
treaty,tratado,trete,Vertrag,traité,mueahada,joyag,dogovor
tree,árbol,pye bwa,Baum,arbre,shajara,namu,derevo
tremendous,enorme,fòmidab,enorm,formidable,hayil,eomcheongnan,ogromnyy
trend,tendencia,tandans,Trend,s'orienter,atijah,gyeonghyang,tendentsiya
trial,ensayo,jijman,Versuch,procès,muhakama,jaepan,probnyy
tribe,tribu,branch fanmi,Stamm,tribu,qabila,bujog,plemya
trick,truco,jwe fent,Trick,astuce,hila,jangnan,obmanyvat'
trip,viaje,vwayaj,Reise,voyage,rihla,yeohaeng,puteshestviye
troop,tropa,twoup,Trupp,troupe,alquaat,gundae,otryad
trouble,problema,pwoblèm,Problem,inquiéter,mushkila,munje,beda
truck,camión,kamyon,LKW,camion,shahina,teuleog,gruzovik
TRUE,VERDADERO,VRE,WAHR,VRAI,haqiqiun,jinsil,istinnyy
truly,realmente,vrèman,wirklich,vraiment,haqana,jinsim-eulo,deystvitel'no
trust,confianza,fè konfyans,Vertrauen,confiance,yathiq,sinloehada,doveryat'
truth,verdad,verite,Wahrheit,vérité,haqiqatan,jinsil,pravda
try,intentar,eseye,versuchen,essayer,yuhawil,nolyeoghada,pytat'sya
tube,tubo,tib,Rohr,tube,unbub,tyubeu,trubka
tunnel,túnel,tinèl,Tunnel,tunnel,nafaq,teoneol,tunnel'
turn,doblar,vire,drehen,tourner,dawr,hoejeonhada,povernut'
TV,TELEVISOR,televizyon,Fernseher,la télé,tilfizyun,TV,TV
twelve,doce,douz,zwölf,douze,aithnay eashar,yeoldul,dvenadtsat'
twenty,veinte,ven,zwanzig,vingt,eishrin,isib,dvadtsat'
twice,dos veces,de fwa,zweimal,deux fois,maratayn,du bae,dvazhdy
twin,mellizo,jimo,Zwilling,double,altaw'am,ssang,bliznets
two,dos,de,zwei,deux,aithnayn,dul,dva
type,tipo,kalite,Typ,taper,yaktub,yuhyeong,tip
typical,típico,tipik,typisch,typique,eadi,jeonhyeongjeog-in,tipichnyy
typically,típicamente,tipikman,typischerweise,typiquement,eadatan,ilbanjeog-eulo,obychno
ugly,feo,lèd,hässlich,laid,qabih,mos-saeng-gin,urodlivyy
ultimate,último,ultim,ultimativ,ultime,dhirwa,gung-geugjeog-in,okonchatel'nyy
ultimately,por último,finalman,letzten Endes,finalement,akhyran,gung-geugjeog-eulo,v konechnom schete
unable,incapaz,pa kapab,unfähig,incapable,ghayr qadir,hal su eobsneun,ne mogushchiy
uncle,tío,tonton,Onkel,oncle,eamm,samchon,dyadya
under,bajo,anba,unter,sous,taht,alaee,pod
undergo,someterse,sibi,unterziehen,subir,khadae,badda,podvergat'sya
understand,entender,konprann,verstehen,comprendre,yufham,ihaehada,ponimat'
understanding,comprensión,konpreyansyon,Verständnis,compréhension,fahum,ihae,ponimaniye
unfortunately,desafortunadamente,malerezman,Leider,malheureusement,lil'asaf,antakkabgedo,k sozhaleniyu
uniform,uniforme,inifòm,Uniform,uniforme,zi muhd,jebog,uniforma
union,Unión,sendika,Union,syndicat,aitihad,nodong johab,soyuz
unique,único,inik,einzigartig,unique,farid,goyuhan,unikal'nyy
unit,unidad,inite,Einheit,unité,wahda,dan-wi,yedinitsa
United,Unido,Etazini,Vereinigt,Uni,mutahid,yunaitideu,Yunayted
universal,universal,inivèsèl,Universal-,universel,ealami,manneung-in,universal'nyy
universe,universo,linivè,Universum,univers,kawn,uju,vselennaya
university,universidad,inivèsite,Universität,université,jamiea,daehaggyo,Universitet
unknown,desconocido,enkoni,Unbekannt,inconnu,majhul,allyeojiji anh-eun,neizvestnyy
unless,a menos que,sof si,es sei denn,sauf si,iilaa 'iidhan,~haji anhneun han,poka ne
unlike,a diferencia de,kontrèman ak,nicht wie,contrairement à,ealaa eaks,gatji anh-eun,V otlichiye ot
unlikely,improbable,fasil,unwahrscheinlich,peu probable,min ghayr almurajah,~hal geos gatji anh-eun,vryad li
until,hasta,jiskaske,bis,jusqu'à,hataa,~kkaji,do
unusual,inusual,etranj,ungewöhnlich,inhabituel,ghayr eadi,teug-ihan,neobychnyy
up,arriba,leve,hoch,en haut,aelaa,wilo,vverkh
upon,al,sou,auf,sur,ealaa,...e,na
upper,superior,anwo,"Oberer, höher",supérieur,alealwiu,nop-eun,verkhniy
urban,urbano,iben,urban,urbain,hadari,dosiui,gorodskoy
urge,urgir,ankouraje,Drang,exhorter,yahuthu,chung-gohada,pobuzhdat'
us,a nosotros,nou,uns,nous,nahn,ulileul,nas
use,usar,itilize,verwenden,utiliser,yustakhdam,sayong,ispol'zovat'
used,usado,itilize,gebraucht,utilisé,mustakhdim,sayongdoen,ispol'zoval
useful,útil,itil,nützlich,utile,mufid,yuyonghan,poleznyy
user,usuario,itilizatè,Benutzer,utilisateur,mustakhdim,sayongja,pol'zovatel'
usual,habitual,nòmal,üblich,habituel,muetad,botong-ui,obychnyy
usually,generalmente,anjeneral,normalerweise,généralement,eadatan,daegae,obychno
utility,utilidad,sèvis piblik,Dienstprogramm,utilitaire,jadwaa,gong-igsa-eob,poleznost'
vacation,vacaciones,vakans,Urlaub,vacances,ajaza,hyuga,otpusk
valley,valle,fon,Schlucht,vallée,alwadi,goljjagi,dolina
valuable,valioso,valab,wertvoll,précieux,qym,gwijunghan,tsennyy
value,valor,valè,Wert,valeur,qima,gabs,tsenit'
variable,variable,varyab,Variable,variable,eamil,byeonhagi swiun,peremennaya
variation,variación,varyasyon,Variation,variation,tafawut,byeonhwa,variatsiya
variety,variedad,varyete,Vielfalt,variété,mutanawie,dayangseong,raznoobraziye
various,varios,divès kalite,verschieden,divers,mutanawie,dayanghan,razlichnyy
vary,variar,varye,variieren,varier,yataghayar,dallajida,otlichat'sya
vast,vasto,vas,groß,vaste,wasie,daedanhan,ogromnyy
vegetable,verdura,legim,Gemüse,légume,alkhadrawat,chaeso,ovoshchnoy
vehicle,vehículo,machin,Fahrzeug,véhicule,earaba,chalyang,transportnoye sredstvo
venture,empresa,antrepriz,wagen,aventure,yughamir,tugi,risk
version,versión,vèsyon,Ausführung,version,iisdar,beojeon,versiya
versus,versus,kont,gegen,contre,eakas,~ dae,protiv
very,muy,trè,sehr,très,jdaan,maeu,ochen'
vessel,buque,veso,Schiff,navire,iina'an,seonbag,sudno
veteran,veterano,veteran,Veteran,vétéran,muharib qadim,jaehyang gun-in,veteran
via,a través de,via,über,via,eabr,~eul tonghae,s pomoshch'yu
victim,víctima,viktim,Opfer,victime,dahia,pihaeja,zhertva
victory,victoria,viktwa,Sieg,la victoire,fawz,seungli,pobeda
video,video,videyo,Video,vidéo,fidyu,dong-yeongsang,video
view,vista,wè,Sicht,voir,manzar,boda,vid
viewer,espectador,telespektatè,Zuschauer,téléspectateur,mashahid,byueo,zritel'
village,aldea,vilaj,Dorf,village,qarya,ma-eul,derevnya
violate,violar,vyole,verletzen,violer,antihak,wibanhada,narushat'
violation,violación,vyolasyon,Verstoß,violation,antihak,wiban,narusheniye
violence,violencia,vyolans,Gewalt,violence,eunf,poghaeng,nasiliye
violent,violento,vyolan,gewalttätig,violent,eanif,poglyeogjeog-in,zhestokiy
virtually,virtualmente,nòmalman,virtuell,virtuellement,aftradyan,sasilsang,prakticheski
virtue,virtud,vèti,Tugend,vertu,fadila,deog,dostoinstvo
virus,virus,viris,Virus,virus,fayrws,baileoseu,virus
visible,visible,vizib,sichtbar,visible,maryiyun,boineun,vidimyy
vision,visión,vizyon,Vision,vision,ruya,bijeon,zreniye
visit,visita,vizite,besuchen,visite,yazur,bangmunhada,poseshchat'
visitor,visitante,vizitè,Besucher,visiteur,zayir,bangmungaeg,posetitel'
visual,visual,vizyèl,visuell,visuel,maryiyun,sigagjeog,vizual'nyy
vital,vital,vital,lebenswichtig,vital,hayawiun,pilsujeog-in,zhiznenno vazhnyy
voice,voz,vwa,Stimme,voix,sawt,mogsoli,golos
volume,volumen,volim,Volumen,volume,miqdar,yonglyang,"ob""yem"
volunteer,voluntario,volontè,Freiwilliger,bénévole,mutatawie,jawon bongsaja,volonter
vote,votar,vote,Abstimmung,vote,taswit,tupyo,golosovaniye
voter,votante,elektè,Wähler,électeur,alnaakhib,yugwonja,izbiratel'
vs,vs,vs,vs,contre,dida,dae,protiv
vulnerable,vulnerable,vilnerab,verletzlich,vulnérable,muearrad,chwiyaghan,uyazvimyy
wage,salario,salè,Lohn,salaire,al'ajr,gabs,zarabotnaya plata
wait,esperar,tann,Warten,attendez,antazir,gidalida,zhdat'
wake,despertar,reveye,aufwachen,se réveiller,aistayqaz,il-eona da,budit'
walk,caminar,mache,gehen,marcher,yamshi,geodda,khodit'
wall,muro,miray,Wand,mur,hayit,byeog,stena
wander,deambular,moute desann,wandern,errer,tajawl,tteodolda,brodit'
want,desear,vle,wollen,vouloir,yurid,wonhada,khotet'
war,guerra,lagè,Krieg,guerre,harb,jeonjaeng,voyna
warm,cálido,cho,warm,chaud,dafi',ttatteushan,teplyy
warn,advertir,avèti,warnen,avertir,tahdhir,gyeong-gohada,preduprezhdat'
warning,advertencia,avètisman,Warnung,avertissement,tahdhir,gyeong-go,preduprezhdeniye
wash,lavar,lave,waschen,laver,ghasl,ssisda,stirat'
waste,desperdiciar,fatra,Abfall,déchets,yadie,sseulegi,naprasno tratit'
watch,mirar,gade,betrachten,montre,yushahid,boda,smotret'
water,agua,dlo,Wasser,eau,ma',mul,voda
wave,ola,vag,Welle,vague,mawja,pado,volna
way,forma,fason,Weg,chemin,tariq,bangbeob,sposob
we,nosotros,nou,Wir,nous,nahn,uli,my
weak,débil,fèb,schwach,faible,daeif,yaghan,slabyy
wealth,poder,richès,Reichtum,richesse,tharwa,jaesan,bogatstvo
wealthy,adinerado,rich,reich,riche,thari,pungbuhan,bogatyy
weapon,arma,zam,Waffe,arme,silah,mugi,oruzhiye
wear,tener puesto,mete,tragen,porter,yartadi,ibda,nosit'
weather,clima,move tan,Wetter,météo,taqs,nalssi,pogoda
wedding,boda,maryaj,Hochzeit,mariage,qiran,honlye,svad'ba
week,semana,semèn,Woche,semaine,usbue,ju,nedelya
weekend,fin de semana,wikenn,Wochenende,fin de semaine,eutlat nihayat alasbue,jumal,vykhodnyye
weekly,semanalmente,chak semèn,wöchentlich,hebdomadaire,usbueiun,jugan,yezhenedel'no
weigh,pesar,peze,wiegen,peser,wazn,dalda,vzveshivat'
weight,peso,pwa,Gewicht,poids,wazn,muge,massa
welcome,bienvenido,akeyi,Willkommen,accueillir,mrhbaan,hwan-yeong,dobro pozhalovat'
welfare,bienestar,byennèt,Wohlfahrt,bien-être,rieaya,bogji,blagosostoyaniye
well,Bueno,byen,Also,Bien,hsnan,jal,khorosho
west,Oeste,lwès,Westen,Ouest,algharb,seojjog,zapad
western,occidental,lwès,Western,occidental,algharbii,seobu salam,zapadnyy
wet,húmedo,mouye,nass,mouillé,mubtal,jeoj-eun,vlazhnyy
what,qué,Kisa,Was,quoi,madha,mueos,chto
whatever,lo que,kèlkeswa sa,was auch immer,peu importe,ayana kan,mueos-ideun,chto by ni
wheel,rueda,wou,Rad,roue,eajala,bakwi,koleso
when,cuando,Kilè,Wann,quand,mataa,eonje,kogda
whenever,cuando sea,chak fwa,wann immer,chaque fois que,hinama,eonjedeunji,v lyuboye vremya
where,dónde,kote,Wo,où,ayn,eodi,gde
whereas,mientras,tandiske,wohingegen,alors que,baynama,banmyeon,togda kak
whether,si,si wi ou non,ob,si,sawa',~ideun,li
which,cual,ki,welche,lequel,ay,eoneu,kotoryy
while,mientras,pandan,während,alors que,baynama,~haneun dong-an,poka
whisper,susurro,chichote,flüstern,chuchoter,hamsa,sogsag-im,shepot
white,blanco,blan,Weiß,blanc,abyad,hayansaeg,belyy
who,OMS,OMS,WHO,OMS,man,WHO,VOZ
whole,entero,antye,ganz,entier,jamie,jeonche,ves'
whom,a quien,kiyès,dem,qui,man,nugu,komu
whose,cuyo,ki gen,wessen,dont,liman,nuguui,chey
why,por qué,poukisa,Warum,pourquoi,limadha,wae,pochemu
wide,ancho,lajè,breit,large,wasie,neolb-eun,shirokiy
widely,ampliamente,lajman,weit,largement,ealaa nitaq wasie,neolbge,shiroko
widespread,generalizado,gaye toupatou,weit verbreitet,répandu,wasie alaintishar,pyeolchin,shiroko rasprostranen
wife,esposa,madanm,Gattin,épouse,zawja,bu-in,zhena
wild,salvaje,sovaj,wild,sauvage,bariy,yasaeng-ui,dikiy
will,voluntad,pral,Wille,volonté,sawf,~ hal geos-ida,volya
willing,deseoso,vle,bereit,disposé,raghib,jabaljeog-in,gotovyy
win,ganar,genyen,gewinnen,gagner,yafuz,igida,pobedit'
wind,viento,van,Wind,vent,riah,balam,veter
window,ventana,fenèt,Fenster,fenêtre,nafidhat aw shibak,changmun,okno
wine,vino,diven,Wein,vin,khamr,wain,vino
wing,ala,zèl,Flügel,aile,janah,nalgae,krylo
winner,ganador,gayan,Gewinner,gagnant,alfayiz,useungja,pobeditel'
winter,invierno,sezon fredi,Winter,hiver,shita',gyeoul,zima
wipe,limpiar,siye,wischen,essuyer,yamsah,dakk-eum,vytirat'
wire,cable,fil,Draht,fil,al'aslak,cheolsa,provoloka
wisdom,sabiduría,bon konprann,Weisheit,sagesse,hikma,jihye,mudrost'
wise,inteligente,saj,weise,sage,hakim,jihyeloun,mudryy
wish,desear,swete,Wunsch,souhait,yatamanaa,somang,zhelaniye
with,con,ak,mit,avec,mae,~wa hamkke,s
withdraw,retirar,retire,zurückziehen,retirer,yansahib,cheolhoehada,otzyvat'
within,dentro,anndan,innerhalb,dans,dakhil,inaee,v predelakh
without,sin,san yo pa,ohne,sans,bidun,eobs-i,bez
witness,testigo,temwen,Zeuge,témoin,shahid,jeung-in,svidetel'
woman,mujer,fanm,Frau,femme,aimra'a,yeoseong,zhenshchina
wonder,preguntarse,sezi,Wunder,merveille,yataeajab,gung-geumhada,udivlyat'sya
wonderful,maravilloso,bèl bagay,wunderbar,merveilleux,rayie,aju meosjin,zamechatel'nyy
wood,madera,bwa,Holz,bois,khashab,mogjae,drevesina
wooden,de madera,an bwa,hölzern,en bois,khashabi,meongcheonghan,derevyannyy
